rowNumber,sourceGroup,provider,dataset,file,bytes,coverage,confidence,theme,roiScore,duplicateGroupSize,recommendedAction,recommendedPlacement,needsUserDecision,iaItem,rawViewport,cleanedBundle,evidence,url,raw
727,data.gov.ie,South Dublin County Council,local-electoral-areas-2019-sdcc,shapefile,120391,probable-interactive-or-geospatial,medium,electoral-geography,75,1,review-probable-duplicate-or-variant,compare geometry/provider/date against likely parent; merge as variant if materially different,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,R2/CDN only if variant gets a converted tile/query bundle,map-detail:eds-roi-1970,,South Dublin County Council\local-electoral-areas-2019-sdcc\shapefile
728,data.gov.ie,South Dublin County Council,long-meadow,shapefile,66738,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\long-meadow\shapefile
729,data.gov.ie,South Dublin County Council,luas-stops,shapefile,2878,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\luas-stops\shapefile
730,data.gov.ie,South Dublin County Council,monthly-performance-indicators-sdcc1,shapefile,131848,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\monthly-performance-indicators-sdcc1\shapefile
731,data.gov.ie,South Dublin County Council,monthly-river-quality-data-sdcc2,shapefile,48035,probable-interactive-or-geospatial,medium,environment-water-geology,75,1,review-probable-duplicate-or-variant,compare geometry/provider/date against likely parent; merge as variant if materially different,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,R2/CDN only if variant gets a converted tile/query bundle,map-detail:sdcc-monthly-river-quality-data-sdcc1,,South Dublin County Council\monthly-river-quality-data-sdcc2\shapefile
732,data.gov.ie,South Dublin County Council,multi-use-community-centres11,shapefile,8773,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\multi-use-community-centres11\shapefile
733,data.gov.ie,South Dublin County Council,neighbourhood-centres11,shapefile,5064,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\neighbourhood-centres11\shapefile
734,data.gov.ie,South Dublin County Council,open-spaces-sdcc1,shapefile,877274,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\open-spaces-sdcc1\shapefile
735,data.gov.ie,South Dublin County Council,other-education1,shapefile,5086,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\other-education1\shapefile
736,data.gov.ie,South Dublin County Council,parking-fines-2025-sdcc,shapefile,1483,not-found-in-site-manifests,none,heritage-public-assets,68,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\parking-fines-2025-sdcc\shapefile
737,data.gov.ie,South Dublin County Council,parks-sdcc1,shapefile,95683,not-found-in-site-manifests,none,heritage-public-assets,68,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\parks-sdcc1\shapefile
738,data.gov.ie,South Dublin County Council,pavilions-sdcc1,shapefile,2762,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\pavilions-sdcc1\shapefile
739,data.gov.ie,South Dublin County Council,planning-register,shapefile,11419521,not-found-in-site-manifests,none,planning-development,78,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\planning-register\shapefile
740,data.gov.ie,South Dublin County Council,playgrounds-sdcc1,shapefile,6503,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\playgrounds-sdcc1\shapefile
741,data.gov.ie,South Dublin County Council,polling-districts-2019-sdcc,shapefile,257995,not-found-in-site-manifests,none,electoral-geography,95,1,new-interactive-map-candidate-high-priority,Browse maps plus MapLibre conversion after geometry validation,no,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,R2/CDN only for generated PMTiles/metadata after conversion; raw file stays IA-hotlinked,,,South Dublin County Council\polling-districts-2019-sdcc\shapefile
742,data.gov.ie,South Dublin County Council,polling-station-locations-2024-sdcc1,shapefile,6584,not-found-in-site-manifests,none,electoral-geography,95,1,new-interactive-map-candidate-high-priority,Browse maps plus MapLibre conversion after geometry validation,no,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,R2/CDN only for generated PMTiles/metadata after conversion; raw file stays IA-hotlinked,,,South Dublin County Council\polling-station-locations-2024-sdcc1\shapefile
743,data.gov.ie,South Dublin County Council,preschool-childcare1,shapefile,19904,not-found-in-site-manifests,none,heritage-public-assets,68,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\preschool-childcare1\shapefile
744,data.gov.ie,South Dublin County Council,primary-education1,shapefile,9994,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\primary-education1\shapefile
745,data.gov.ie,South Dublin County Council,public-lighting-sdcc1,shapefile,1807707,not-found-in-site-manifests,none,general-open-data,55,1,source-download-first,IA-backed source/download record; convert only after demand or clear map value,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\public-lighting-sdcc1\shapefile
746,data.gov.ie,South Dublin County Council,public-wifi-access-points-sdcc,shapefile,7900,probable-source-or-download-record,medium,general-open-data,75,1,review-probable-duplicate-or-variant,compare geometry/provider/date against likely parent; merge as variant if materially different,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,R2/CDN only if variant gets a converted tile/query bundle,source-detail:approved-variant:source-doc-00466-green-schools-dlr:database-map-dlr-wifi4eu-access-points:190,,South Dublin County Council\public-wifi-access-points-sdcc\shapefile
747,data.gov.ie,South Dublin County Council,record-of-protected-structures-south-dublin-county-development-plan-2022-to-2028-sdcc1,shapefile,37467,not-found-in-site-manifests,none,planning-development,78,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\record-of-protected-structures-south-dublin-county-development-plan-2022-to-2028-sdcc1\shapefile
748,data.gov.ie,South Dublin County Council,residential-development-under-construction-or-permitted-but-not-commenced-sdcc,shapefile,5707,not-found-in-site-manifests,none,planning-development,78,1,new-interactive-or-source-candidate,Browse map if geometry is useful at national/local scale; otherwise IA-backed source/download record,maybe,civgraph-data-gov-ie-raw-sources,download-only raw source; converted MapLibre layer if approved,no R2/CDN cleaned bundle until structured query/map/chart use is approved,,,South Dublin County Council\residential-development-under-construction-or-permitted-but-not-commenced-sdcc\shapefile
